step,t_old,t_new,dt,Rd,mpp,A_if,m_dot,m_evap_cum,m_drop,m_drop0,mass_closure_err,Ts,Tg0,Tg_min,Tg_max,Tg_if,Tl_if,sumYg0,cp_g0,k_g0,Yg0_NC12H26,Yg_eq_NC12H26
66,6.499999999999991e-05,6.599999999999991e-05,1e-06,0.00010000000473815169,1.2296653722639796e-05,1.2566371805186604e-07,1.5452432263832363e-12,3.050228329018462e-16,3.1253834298571207e-09,3.1179754634843987e-09,7.408271395555049e-12,287.3779095165917,310.88740151783145,310.88740151783145,900.0000000000016,310.88740151783145,289.2163480487931,1.0,1040.0087378660546,0.027147538598462112,6.648364370818172e-05,0.00041927967133007074
67,6.599999999999991e-05,6.699999999999991e-05,1e-06,0.00010000000472190091,1.2226382762413503e-05,1.2566371801102336e-07,1.5364127157507672e-12,3.0656366087291317e-16,3.125433186800526e-09,3.1179754634843987e-09,7.458029879788329e-12,287.34413694695917,310.78505376404087,310.78505376404087,900.0000000000016,310.78505376404087,289.1766623708806,0.9999999999999999,1040.0055232868463,0.02714143876883069,6.628369072042396e-05,0.0004179900732050364
68,6.699999999999991e-05,6.79999999999999e-05,1e-06,0.00010000000470574341,1.215667657570213e-05,1.2566371797041514e-07,1.5276531766665846e-12,3.0809569381912187e-16,3.125482647973203e-09,3.1179754634843987e-09,7.507492584498004e-12,287.3106191203843,310.6845157578517,310.6845157578517,900.0000000000016,310.6845157578517,289.13736519663934,1.0,1040.0023706012364,0.0271354473626177,6.608595094421105e-05,0.0004167137554143482
69,6.79999999999999e-05,6.89999999999999e-05,1e-06,0.00010000000468967847,1.2087507259602525e-05,1.2566371793003954e-07,1.518961102747997e-12,3.0961900095882914e-16,3.1255318240871403e-09,3.1179754634843987e-09,7.556670221742489e-12,287.2773394408852,310.5857150781161,310.5857150781161,900.0000000000016,310.5857150781161,289.0984349986684,1.0,1039.9992772415633,0.02712956003528452,6.589030339940724e-05,0.0004154499993060802
70,6.89999999999999e-05,6.99999999999999e-05,1e-06,0.0001000000046737054,1.2018849491151162e-05,1.2566371788989484e-07,1.5103333118171256e-12,3.111336481661117e-16,3.1255807253095518e-09,3.1179754634843987e-09,7.605572958801116e-12,287.24428229028393,310.4885830406934,310.4885830406934,900.0000000000016,310.4885830406934,289.0598514761308,1.0,1039.9962407788562,0.027123772666953608,6.569663444813554e-05,0.00041419813109707754
71,6.99999999999999e-05,7.09999999999999e-05,1e-06,0.00010000000465782353,1.1950680324113738e-05,1.2566371784997934e-07,1.5017669203647285e-12,3.126396982822026e-16,3.1256293612927523e-09,3.1179754634843987e-09,7.654210448051899e-12,287.2114329750589,310.3930544713015,310.3930544713015,900.0000000000016,310.3930544713015,289.02159548575685,1.0,1039.9932589141679,0.027118081348715788,6.550483736631132e-05,0.00041295751919726627
72,7.09999999999999e-05,7.19999999999999e-05,1e-06,0.00010000000464203223,1.1882978995552969e-05,1.256637178102915e-07,1.4932593192427895e-12,3.1413721140200637e-16,3.125677741202266e-09,3.1179754634843987e-09,7.702591855078713e-12,287.17877767608985,310.2990674945676,310.2990674945676,900.0000000000016,310.2990674945676,288.9836489769569,0.9999999999999999,1039.9903294702394,0.02711248236991915,6.531481194169701e-05,0.00041172757169812403
73,7.19999999999999e-05,7.299999999999989e-05,1e-06,0.00010000000462633089,1.181572675213363e-05,1.256637177708297e-07,1.4848081518373626e-12,3.1562624513754643e-16,3.125725873743234e-09,3.1179754634843987e-09,7.75072588508028e-12,287.14630340113007,310.2065633379154,310.2065633379154,900.0000000000016,310.2065633379154,288.94599493077,1.0,1039.987450384082,0.027106972206354184,6.512646409564073e-05,0.00041050773401431933
74,7.299999999999989e-05,7.399999999999989e-05,1e-06,0.00010000000461071892,1.1748906684089238e-05,1.2566371773159253e-07,1.4764112932042107e-12,3.1710685486006723e-16,3.1257737671852976e-09,3.1179754634843987e-09,7.79862080775383e-12,287.113997939853,310.11548614907315,310.11548614907315,900.0000000000016,310.11548614907315,288.9086173023952,1.0,1039.984619699793,0.027101547509261394,6.493970552795249e-05,0.00040929748666835534
75,7.399999999999989e-05,7.499999999999989e-05,1e-06,0.00010000000459519576,1.1682503576813535e-05,1.2566371769257857e-07,1.4680668314192354e-12,3.1857909392237893e-16,3.1258214293859952e-09,3.1179754634843987e-09,7.846284480690245e-12,287.081849821324,310.02578282609244,310.02578282609244,900.0000000000016,310.02578282609244,288.87150096707256,1.0,1039.9818355621883,0.027096205095093074,6.475445338237869e-05,0.000408096343208684
76,7.499999999999989e-05,7.599999999999988e-05,1e-06,0.00010000000457976085,1.161650376831759e-05,1.2566371765378642e-07,1.4597730496660075e-12,3.2004301386292156e-16,3.12586886781282e-09,3.1179754634843987e-09,7.893724371435388e-12,287.04984827376444,309.93740285887907,309.93740285887907,900.0000000000016,309.93740285887907,288.8346316690965,1.0,1039.9790962105797,0.02709094193597305,6.457062993232311e-05,0.0004069038482526788
77,7.599999999999988e-05,7.699999999999988e-05,1e-06,0.00010000000456441368,1.1550895022498455e-05,1.2566371761521479e-07,1.4515284103102359e-12,3.214986645929097e-16,3.1259160895640027e-09,3.1179754634843987e-09,7.940947578268458e-12,287.0179831864765,309.85029818132193,309.85029818132193,900.0000000000016,309.85029818132193,288.79799597376297,0.9999999999999999,1039.9763999732895,0.027085755150792167,6.438816228452406e-05,0.0004057195756462778
78,7.699999999999988e-05,7.799999999999988e-05,1e-06,0.00010000000454915374,1.1485666406740169e-05,1.2566371757686238e-07,1.4433315395186522e-12,3.2294609456782415e-16,3.1259631013881038e-09,3.1179754634843987e-09,7.987960849799558e-12,286.9862450738108,309.7644230332027,309.7644230332027,900.0000000000016,309.7644230332027,288.76158122206476,1.0,1039.9737452622394,0.027080641996898774,6.420698210051417e-05,0.0004045431267328921
79,7.799999999999988e-05,7.899999999999987e-05,1e-06,0.00010000000453398051,1.1420808183779227e-05,1.2566371753872787e-07,1.4351812136704245e-12,3.243853509444187e-16,3.126009909702493e-09,3.1179754634843987e-09,8.0347706034456e-12,286.9546250410604,309.6797338311226,309.6797338311226,900.0000000000016,309.6797338311226,288.7253754879623,1.0,1039.971130568216,0.027075599862328135,6.402702533376575e-05,0.0004033741287245253
80,7.899999999999987e-05,7.999999999999987e-05,1e-06,0.00010000000451889351,1.135631170660096e-05,1.256637175008101e-07,1.4270763461494455e-12,3.2581647972432864e-16,3.1260565206107886e-09,3.1179754634843987e-09,8.081382942869753e-12,286.9231147521772,309.59618904777415,309.59618904777415,900.0000000000016,309.59618904777415,288.6893675380709,1.0,1039.9685544561416,0.0270706262585397,6.38482319824985e-05,0.000402212233168724
81,7.999999999999987e-05,8.099999999999987e-05,1e-06,0.00010000000450389227,1.1292169326260701e-05,1.256637174631079e-07,1.4190159757607982e-12,3.2723952588528377e-16,3.126102939919313e-09,3.1179754634843987e-09,8.127803674440272e-12,286.891706399208,309.5137490989245,309.5137490989245,900.0000000000016,309.5137490989245,288.653546793616,1.0,1039.9660155609743,0.02706571881361683,6.367054585621696e-05,0.0004010571145053122
82,8.099999999999987e-05,8.199999999999987e-05,1e-06,0.0001000000044889763,1.1228374301634915e-05,1.2566371742561993e-07,1.4109992553897426e-12,3.2865453350085904e-16,3.1261491731526383e-09,3.1179754634843987e-09,8.174038322773217e-12,286.86039267335684,309.43237623754214,309.43237623754214,900.0000000000016,309.43237623754214,288.617903294518,1.0,1039.9635125835664,0.02706087526589875,6.349391435608891e-05,0.00039990846870731865
83,8.199999999999987e-05,8.299999999999986e-05,1e-06,0.00010000000447414514,1.1164920720952317e-05,1.256637173883452e-07,1.4030254421410312e-12,3.3006154584962445e-16,3.126195225568269e-09,3.1179754634843987e-09,8.220092145416154e-12,286.8291667375843,309.35203445454556,309.35203445454556,900.0000000000016,309.35203445454556,288.5824276654772,0.9999999999999999,1039.9610442871017,0.027056093458013238,6.331828826735548e-05,0.0003987660120009215
84,8.299999999999986e-05,8.399999999999986e-05,1e-06,0.00010000000445939834,1.1101803424309643e-05,1.2566371735128242e-07,1.3950938876019463e-12,3.3146060551449593e-16,3.1262411021705113e-09,3.1179754634843987e-09,8.265970146717905e-12,286.79802220066057,309.27268938569574,309.27268938569574,900.0000000000016,309.27268938569574,288.5471110839419,1.0,1039.9586094934534,0.027051371331272417,6.314362156400445e-05,0.0003976294796595967
85,8.399999999999986e-05,8.499999999999986e-05,1e-06,0.00010000000444473544,1.1039017936981599e-05,1.2566371731443053e-07,1.3872040294617836e-12,3.328517544730278e-16,3.126286807723587e-09,3.1179754634843987e-09,8.311677090942667e-12,286.76695309259173,309.19430822419537,309.19430822419537,900.0000000000016,309.19430822419537,288.5119452498437,1.0,1039.9562070800862,0.027046706920423713,6.296987122401893e-05,0.0003964986248678627
86,8.499999999999986e-05,8.599999999999985e-05,1e-06,0.00010000000443015601,1.097656040292477e-05,1.2566371727778844e-07,1.3793553831557058e-12,3.3423503417933655e-16,3.1263323467640358e-09,3.1179754634843987e-09,8.357217514671105e-12,286.73595384134615,309.11685963858844,309.11685963858844,900.0000000000016,309.11685963858844,288.476922356999,0.9999999999999999,1039.9538359768421,0.02704209834870991,6.279699705550253e-05,0.0003953732176505098
87,8.599999999999985e-05,8.699999999999985e-05,1e-06,0.0001000000044156596,1.0914427528212543e-05,1.2566371724135498e-07,1.3715475347565621e-12,3.356104856382927e-16,3.12637772361243e-09,3.1179754634843987e-09,8.402595738516955e-12,286.70501925081214,309.04031369559726,309.04031369559726,900.0000000000016,309.04031369559726,288.442035066078,1.0,1039.951495163235,0.02703754382323511,6.262496153211078e-05,0.0003942530438633999
88,8.699999999999985e-05,8.799999999999985e-05,1e-06,0.0001000000044012458,1.0852616523987883e-05,1.2566371720512916e-07,1.3637801338061252e-12,3.3697814947257405e-16,3.1264229423844824e-09,3.1179754634843987e-09,8.447815878233159e-12,286.674144479916,308.96464178754815,308.96464178754815,900.0000000000016,308.96464178754815,288.4072764790489,1.0,1039.9491836656102,0.027033041630601926,6.245372963817766e-05,0.000393137904242004
89,8.799999999999985e-05,8.899999999999985e-05,1e-06,0.00010000000438691415,1.0791125058625352e-05,1.256637171691098e-07,1.3560528873035896e-12,3.383380659831289e-16,3.1264680070015297e-09,3.1179754634843987e-09,8.492881855196797e-12,286.64332502284435,308.8898165640822,308.8898165640822,900.0000000000016,308.8898165640822,288.37264011501424,1.0,1039.94690055478,0.027028590132803496,6.228326872201248e-05,0.00039202761350449014
90,8.899999999999985e-05,8.999999999999984e-05,1e-06,0.00010000000437266425,1.0729951208808612e-05,1.2566371713329587e-07,1.3483655535577916e-12,3.396902752035596e-16,3.1265129212004773e-09,3.1179754634843987e-09,8.537797406353864e-12,286.61255669030743,308.8158118678582,308.8158118678582,900.0000000000016,308.8158118678582,288.3381198873577,1.0,1039.9446449435022,0.027024187763369335,6.21135483578631e-05,0.0003909219995059683
91,8.999999999999984e-05,9.099999999999984e-05,1e-06,0.00010000000435849564,1.0669093419197978e-05,1.2566371709768628e-07,1.3407179371188812e-12,3.4103481694889794e-16,3.126557688543199e-09,3.1179754634843987e-09,8.582566093617283e-12,286.5818355917888,308.7426026739763,308.7426026739763,900.0000000000016,308.7426026739763,288.30371008212774,1.0,1039.9424159844089,0.027019833023717993,6.194454021508443e-05,0.00038982090244095755
92,9.099999999999984e-05,9.199999999999984e-05,1e-06,0.00010000000434440791,1.0608550460526608e-05,1.2566371706227994e-07,1.3331098835125352e-12,3.4237173085921365e-16,3.1266023124254512e-09,3.1179754634843987e-09,8.627191312783499e-12,286.5511581187301,308.67016503288704,308.67016503288704,900.0000000000016,308.67016503288704,288.26940533758653,1.0,1039.940212867763,0.027015524479734637,6.177621793503513e-05,0.0003887241740912848
93,9.199999999999984e-05,9.299999999999983e-05,1e-06,0.00010000000433040064,1.0548321395708161e-05,1.2566371702707582e-07,1.3255412749809199e-12,3.437010564384604e-16,3.126646796085309e-09,3.1179754634843987e-09,8.671676301966825e-12,286.5205209286012,308.59847601654957,308.59847601654957,900.0000000000016,308.59847601654957,288.23520062486097,0.9999999999999999,1039.938034819645,0.027011260758532704,6.160855701434837e-05,0.00038763167711677583
94,9.299999999999983e-05,9.399999999999983e-05,1e-06,0.0001000000043164734,1.0488405543985385e-05,1.2566371699207284e-07,1.3180120259774673e-12,3.450228330889396e-16,3.1266911426111534e-09,3.1179754634843987e-09,8.716024149587939e-12,286.48992092980694,308.5275136676336,308.5275136676336,900.0000000000016,308.5275136676336,288.2010912296306,0.9999999999999999,1039.9358810999463,0.027007040545405266,6.144153469512068e-05,0.00038654328438622246
95,9.399999999999983e-05,9.499999999999983e-05,1e-06,0.00010000000430262578,1.0428802452592832e-05,1.2566371695726998e-07,1.3105220796059086e-12,3.463371001417313e-16,3.1267353549492554e-09,3.1179754634843987e-09,8.76023780195665e-12,286.45935526738987,308.4572569515681,308.4572569515681,900.0000000000016,308.4572569515681,288.16707273479807,1.0,1039.9337510007829,0.027002862580947404,6.127512986072158e-05,0.00038545887834640465
96,9.499999999999983e-05,9.599999999999983e-05,1e-06,0.00010000000428885735,1.0369511866106645e-05,1.2566371692266614e-07,1.3030714037686529e-12,3.476438968834186e-16,3.1267794359109458e-09,3.1179754634843987e-09,8.804320070443965e-12,286.4288213094831,308.38768571125564,308.38768571125564,900.0000000000016,308.38768571125564,288.1331410040849,1.0,1039.9316438446956,0.0269987256583355,6.11093229378179e-05,0.00038437835042688895
97,9.599999999999983e-05,9.699999999999982e-05,1e-06,0.0001000000042751677,1.0310533702894346e-05,1.256637168882603e-07,1.2956599882073811e-12,3.489432625794066e-16,3.1268233881794244e-09,3.1179754634843987e-09,8.848273638288135e-12,286.398316634478,308.3187806242871,308.3187806242871,900.0000000000016,308.3187806242871,288.0992921665033,1.0,1039.9295589832577,0.02699462862076133,6.094409580335739e-05,0.000383301600478673
98,9.699999999999982e-05,9.799999999999982e-05,1e-06,0.00010000000426155638,1.0251868028946946e-05,1.2566371685405134e-07,1.2882878412146903e-12,3.5023523649411766e-16,3.1268672143162067e-09,3.1179754634843987e-09,8.89210106704459e-12,286.367839018866,308.25052316249935,308.25052316249935,900.0000000000016,308.25052316249935,288.06552260165455,1.0,1039.9274957954606,0.02699057035900072,6.0779431697141395e-05,0.0003822285362446727
99,9.799999999999982e-05,9.899999999999982e-05,1e-06,0.000100000004248023,1.0193515038442213e-05,1.2566371682003823e-07,1.2809549871916034e-12,3.515198579083208e-16,3.126910916767249e-09,3.1179754634843987e-09,8.935804802708324e-12,286.33738642572115,308.1828955537324,308.1828955537324,900.0000000000016,308.1828955537324,288.03182892581,1.0,1039.9254536864898,0.026986549809125814,6.0615315138778166e-05,0.0003811590728603059
100,9.899999999999982e-05,9.999999999999982e-05,1e-06,0.0001000000042345671,1.0135475031445286e-05,1.2566371678621988e-07,1.2736614638453435e-12,3.5279716613383925e-16,3.126954497868738e-09,3.1179754634843987e-09,8.979387181505391e-12,286.30695699378947,308.1158807456486,308.1158807456486,900.0000000000016,308.1158807456486,287.9982079787306,0.9999999999999999,1039.9234320862718,0.026982565950324514,6.045173184966446e-05,0.00038009313238245035
101,9.999999999999982e-05,0.00010099999999999981,1e-06,0.00010000000422118829,1.0077748398002182e-05,1.2566371675259524e-07,1.2664073201904667e-12,3.5406720052585716e-16,3.1269979598526118e-09,3.1179754634843987e-09,9.022850435413517e-12,286.2765490271539,308.0494623714952,308.0494623714952,900.0000000000016,308.0494623714952,287.9646568111867,0.9999999999999999,1039.9214304483999,0.026978617802855768,6.028866867883915e-05,0.00037903064334522235
102,0.00010099999999999981,0.00010199999999999981,1e-06,0.00010000000420788613,1.0020335599172234e-05,1.2566371671916327e-07,1.2591926141653267e-12,3.5533000049303506e-16,3.127041304851761e-09,3.1179754634843987e-09,9.066196697362579e-12,286.2461609854444,307.9836247176854,307.9836247176854,900.0000000000016,307.9836247176854,287.9311726731385,0.9999999999999999,1039.919448248822,0.026974704426098242,6.0126113533372794e-05,0.00037797154034103293
103,0.00010199999999999981,0.0001029999999999998,1e-06,0.00010000000419466022,9.963237154158356e-06,1.2566371668592292e-07,1.2520174110148167e-12,3.5658560550562513e-16,3.127084534904995e-09,3.1179754634843987e-09,9.109428006201826e-12,286.2157914745656,307.9183526930963,307.9183526930963,900.0000000000016,307.9183526930963,287.89775300254263,1.0,1039.9174849848935,0.026970824916711145,5.9964055312173424e-05,0.0003769157636255541
104,0.0001029999999999998,0.0001039999999999998,1e-06,0.00010000000418151012,9.90645362420409e-06,1.2566371665287315e-07,1.244881781266811e-12,3.578340551017659e-16,3.127127651961736e-09,3.1179754634843987e-09,9.152546311392476e-12,286.18543923791395,307.8536317999794,307.8536317999794,900.0000000000016,307.8536317999794,287.86439541475136,1.0,1039.9155401741964,0.026966978406890274,5.9802483843890295e-05,0.0003758632587452101
105,0.0001039999999999998,0.0001049999999999998,1e-06,0.0001000000041684354,9.849985602331139e-06,1.2566371662001277e-07,1.237785799442546e-12,3.590753888921206e-16,3.1271706578864784e-09,3.1179754634843987e-09,9.195553477468699e-12,286.155103148061,307.78944810638654,307.78944810638654,900.0000000000016,307.78944810638654,287.83109769247153,1.0,1039.9136133537038,0.026963164062713003,5.964138982782839e-05,0.00037481397618601607
106,0.0001049999999999998,0.0001059999999999998,1e-06,0.00010000000415543564,9.793833699692396e-06,1.256637165873408e-07,1.2307295423416928e-12,3.603096465630127e-16,3.1272135544630293e-09,3.1179754634843987e-09,9.238451288277332e-12,286.1247821988778,307.7257882200299,307.7257882200299,900.0000000000016,307.7257882200299,287.7978577762557,1.0,1039.9117040787055,0.02695938108257087,5.9480764778573925e-05,0.00037376787104254907
107,0.0001059999999999998,0.0001069999999999998,1e-06,0.00010000000414251042,9.73799853754998e-06,1.256637165548562e-07,1.2237130880342848e-12,3.615368678782007e-16,3.1272563433985237e-09,3.1179754634843987e-09,9.281241450993014e-12,286.0944754980768,307.6626392634863,307.6626392634863,900.0000000000016,307.6626392634863,287.7646737554945,1.0,1039.9098119220805,0.02695562869568403,5.9320600973277634e-05,0.00037272490270591187
108,0.0001069999999999998,0.00010799999999999979,1e-06,0.00010000000412965932,9.68248073574233e-06,1.2566371652255785e-07,1.2167365144114516e-12,3.627570926794236e-16,3.1272990263272355e-09,3.1179754634843987e-09,9.323925599929422e-12,286.06418226015063,307.5999888506721,307.5999888506721,900.0000000000016,307.5999888506721,287.73154385988573,1.0,1039.907936473316,0.026951906160688884,5.916089140229048e-05,0.0003716850345696713
109,0.00010799999999999979,0.00010899999999999979,1e-06,0.0001000000041168819,9.627280906570202e-06,1.2566371649044468e-07,1.2097998984171092e-12,3.6397036088583785e-16,3.1273416048142066e-09,3.1179754634843987e-09,9.366505300168937e-12,286.03390179968846,307.53782506451796,307.53782506451796,900.0000000000016,307.53782506451796,287.6984664513541,1.0,1039.9060773378708,0.02694821276430262,5.9001629722140806e-05,0.00037064823375281236
110,0.00010899999999999979,0.00010999999999999979,1e-06,0.00010000000410417775,9.57239964507414e-06,1.2566371645851567e-07,1.2029033148261928e-12,3.6517671249245953e-16,3.1273840803586812e-09,3.1179754634843987e-09,9.408982050995029e-12,286.00363352504854,307.47613643577006,307.47613643577006,900.0000000000016,307.47613643577006,287.6654400163979,1.0,1039.9042341362792,0.026944547820049982,5.884281021156293e-05,0.00036961447083871826
111,0.00010999999999999979,0.00011099999999999978,1e-06,0.0001000000040915464,9.517837524558578e-06,1.2566371642676962e-07,1.196046835682196e-12,3.663761875677137e-16,3.1274264543973727e-09,3.1179754634843987e-09,9.451357289161693e-12,285.973376932369,307.41491192286276,307.41491192286276,900.0000000000016,307.41491192286276,287.6324631588409,1.0,1039.9024065035956,0.026940910667058074,5.868442772957617e-05,0.0003685837196292978
112,0.00011099999999999978,0.00011199999999999978,1e-06,0.00010000000407898745,9.46359508842039e-06,1.2566371639520554e-07,1.18923052927032e-12,3.6756882625018996e-16,3.1274687283075675e-09,3.1179754634843987e-09,9.49363239199496e-12,285.943131599901,307.35414089279413,307.35414089279413,900.0000000000016,307.35414089279413,287.5995345929668,1.0,1039.9005940885738,0.02693730066891031,5.852647767633187e-05,0.0003675559569134868
113,0.00011199999999999978,0.00011299999999999978,1e-06,0.00010000000406650048,9.40967284705559e-06,1.2566371636382236e-07,1.1824544597287543e-12,3.687546687446895e-16,3.1275109034100744e-09,3.1179754634843987e-09,9.535808680344277e-12,285.91289718264676,307.2938131029572,307.2938131029572,900.0000000000016,307.2938131029572,287.56665313701785,1.0,1039.8987965531828,0.026933717212556024,5.836895595576773e-05,0.0003665311622492892
114,0.00011299999999999978,0.00011399999999999978,1e-06,0.00010000000405408502,9.356071271020628e-06,1.256637163326189e-07,1.1757186861893012e-12,3.6993375531764854e-16,3.127552980972009e-09,3.1179754634843987e-09,9.577887421365554e-12,285.88267340728606,307.2339186838695,307.2339186838695,900.0000000000016,307.2339186838695,287.53381770703794,0.9999999999999999,1039.8970135718541,0.02693015970727932,5.821185894078089e-05,0.0003655093177586118
115,0.00011399999999999978,0.00011499999999999977,1e-06,0.00010000000404174067,9.302790789120117e-06,1.256637163015942e-07,1.169023262537074e-12,3.711061262920117e-16,3.127594962209467e-09,3.1179754634843987e-09,9.61986983119462e-12,285.85246006737725,307.17444812275073,307.17444812275073,900.0000000000016,307.17444812275073,287.5010273110412,1.0,1039.8952448310597,0.026926627583710915,5.8055183439974784e-05,0.0003644904079341982
116,0.00011499999999999977,0.00011599999999999977,1e-06,0.00010000000402946699,9.249831782690277e-06,1.2566371627074705e-07,1.1623682366921293e-12,3.722718220416263e-16,3.12763684829004e-09,3.1179754634843987e-09,9.661757077463081e-12,285.82225701882004,307.1153922479083,307.1153922479083,900.0000000000016,307.1153922479083,287.4682810434913,1.0,1039.8934900286197,0.02692312029289637,5.789892666670374e-05,0.00036347441945805826
117,0.00011599999999999977,0.00011699999999999977,1e-06,0.00010000000401726355,9.197194584690746e-06,1.2566371624007646e-07,1.1557536504953458e-12,3.7343088298522003e-16,3.127678640335217e-09,3.1179754634843987e-09,9.703550281701292e-12,285.79206417556355,307.0567422138805,307.0567422138805,900.0000000000016,307.0567422138805,287.4355780800738,1.0,1039.8917488733382,0.02691963730540165,5.774308620949867e-05,0.0003624613410306508
118,0.00011699999999999977,0.00011799999999999976,1e-06,0.00010000000400512992,9.144879474952048e-06,1.2566371620958132e-07,1.1491795391111993e-12,3.7458334958002333e-16,3.1277203394226605e-09,3.1179754634843987e-09,9.745250521611438e-12,285.76188150554987,306.99848948730494,306.99848948730494,900.0000000000016,306.99848948730494,287.4029176727463,1.0,1039.890021084362,0.026916178110472366,5.758766000458077e-05,0.00036145116321032594
119,0.00011799999999999976,0.00011899999999999976,1e-06,0.00010000000399306566,9.092886680101121e-06,1.2566371617926053e-07,1.1426459310184058e-12,3.757292623150881e-16,3.1277619465883736e-09,3.1179754634843987e-09,9.786858833237237e-12,285.73170902687934,306.9406258334607,306.9406258334607,900.0000000000016,306.9406258334607,287.37029914505297,1.0,1039.8883063908672,0.026912742215222742,5.7432646309574945e-05,0.00036044387826241646
120,0.00011899999999999976,0.00011999999999999976,1e-06,0.00010000000398107035,9.041216369623622e-06,1.25663716149113e-07,1.136152847515097e-12,3.768686617043549e-16,3.1278034628287563e-09,3.1179754634843987e-09,9.828376213019066e-12,285.7015468041882,306.8831433034659,306.8831433034659,900.0000000000016,306.8831433034659,287.33772188768927,1.0,1039.8866045314687,0.02690932914387186,5.727804367913881e-05,0.00035943948001749686
121,0.00011999999999999976,0.00012099999999999976,1e-06,0.00010000000396914354,8.989868656500081e-06,1.2566371611913765e-07,1.1297003027987596e-12,3.780015882795118e-16,3.1278448891025586e-09,3.1179754634843987e-09,9.869803619748178e-12,285.6713949452242,306.82603422207916,306.82603422207916,900.0000000000016,306.82603422207916,287.30518535430366,1.0,1039.8849152539478,0.026905938437011116,5.712385094162819e-05,0.00035843796373821393
122,0.00012099999999999976,0.00012199999999999975,1e-06,0.00010000000395728482,8.93884359395284e-06,1.2566371608933345e-07,1.123288303557447e-12,3.791280825826899e-16,3.12788622633274e-09,3.1179754634843987e-09,9.911141976423719e-12,285.6412535976144,306.7692911760862,306.7692911760862,900.0000000000016,306.7692911760862,287.27268905752436,1.0,1039.8832383147067,0.026902569650911128,5.69700671775108e-05,0.0003574393259943329
123,0.00012199999999999975,0.00012299999999999976,1e-06,0.00010000000394549374,8.88814117666576e-06,1.2566371605969926e-07,1.1169168491230472e-12,3.802481851590301e-16,3.1279274754082293e-09,3.1179754634843987e-09,9.952392172015866e-12,285.61112294581227,306.7129070032328,306.7129070032328,900.0000000000016,306.7129070032328,287.2402325652006,0.9999999999999999,1039.8815734785358,0.026899222356856413,5.681669169867552e-05,0.0003564435645454829
124,0.00012299999999999976,0.00012399999999999976,1e-06,0.00010000000393376986,8.837761338111805e-06,1.256637160302339e-07,1.1105859311354618e-12,3.8136193654915937e-16,3.1279686371856065e-09,3.1179754634843987e-09,9.993555063144176e-12,285.581003208215,306.6568747816814,306.6568747816814,900.0000000000016,306.6568747816814,287.20781549684426,1.0000000000000002,1039.8799205181049,0.026895896140516767,5.666372402935208e-05,0.00035545067823115146
125,0.00012399999999999976,0.00012499999999999976,1e-06,0.00010000000392211275,8.787703952262517e-06,1.256637160009364e-07,1.1042955337574234e-12,3.8246937728160582e-16,3.128009712490693e-09,3.1179754634843987e-09,1.0034631475671563e-11,285.5508946344445,306.6011878199602,306.6011878199602,900.0000000000016,306.6011878199602,287.17543752026575,1.0,1039.8782792137697,0.02689259060134305,5.65111638877813e-05,0.00035446066686760987
126,0.00012499999999999976,0.00012599999999999976,1e-06,0.00010000000391052199,8.737968831389556e-06,1.2566371597180564e-07,1.0980456333982277e-12,3.8357054786518367e-16,3.1280507021200684e-09,3.1179754634843987e-09,1.0075622206217625e-11,285.52079750278125,306.5458396473835,306.5458396473835,900.0000000000016,306.5458396473835,287.14309834839094,1.0,1039.8766493530948,0.026889305351995893,5.635901116937654e-05,0.0003534735311513199
127,0.00012599999999999976,0.00012699999999999975,1e-06,0.00010000000389899715,8.688555728178379e-06,1.2566371594284056e-07,1.091836198979348e-12,3.846654887813725e-16,3.1280916068425065e-09,3.1179754634843987e-09,1.0116528023596696e-11,285.49071211774435,306.4908240049151,306.4908240049151,900.0000000000016,306.4908240049151,287.11079773625084,1.0,1039.8750307306918,0.02688604001779684,5.6207265930519866e-05,0.0003524892725684794
128,0.00012699999999999975,0.00012799999999999975,1e-06,0.00010000000388753778,8.639464333931334e-06,1.2566371591404003e-07,1.0856671917086283e-12,3.8575424047671647e-16,3.128132427400341e-09,3.1179754634843987e-09,1.0157349670182697e-11,285.46063880781014,306.43613483645606,306.43613483645606,900.0000000000016,306.43613483645606,287.0785354781358,1.0,1039.8734231477765,0.026882794236208672,5.605592837372382e-05,0.00035150789331038577
129,0.00012799999999999975,0.00012899999999999975,1e-06,0.00010000000387614347,8.590694281000427e-06,1.25663715885403e-07,1.0795385653859938e-12,3.868368433552638e-16,3.128173164510771e-09,3.1179754634843987e-09,1.0198087863215665e-11,285.43057792326215,306.3817662805333,306.3817662805333,900.0000000000016,306.3817662805333,287.0463114049048,1.0,1039.871826412034,0.026879567656336284,5.5904998833330884e-05,0.00035052939619427425
130,0.00012899999999999975,0.00012999999999999974,1e-06,0.00010000000386481379,8.542245141323037e-06,1.256637158569284e-07,1.073450266219445e-12,3.879133377710665e-16,3.128213818867091e-09,3.1179754634843987e-09,1.0238743296030118e-11,285.40052983416507,306.32771266236915,306.32771266236915,900.0000000000016,306.32771266236915,287.01412538144234,1.0,1039.8702403371992,0.026876359938453387,5.575447776247132e-05,0.0003495537845893167
